sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MISCC_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MISCC_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MISCC_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MISCC_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b
0,April,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
0,May,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
0,June,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
0,January,all_years,all_birth_cohorts,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
0,February,all_years,all_birth_cohorts,Moderna,0,56,56,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0
1,March,all_years,all_birth_cohorts,AstraZeneca,1,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,Pfizer,0,-21209,-21209,-21209,-21209,-21209,-21209,-21209,-21209,-21209,-21104,-21209,-21209,-21209,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,Pfizer,0,-22295,-22295,-22295,-22295,-22295,-22295,-22295,-22295,-22295,-22190,-22295,-22295,-22295,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,Moderna,0,-3436,-3436,-3436,-3436,-3436,-3436,-3436,-3436,-3436,-3380,-3436,-3436,-3436,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,Moderna,0,-3686,-3686,-3686,-3686,-3686,-3686,-3686,-3686,-3686,-3630,-3686,-3686,-3686,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,Moderna,0,-2268,-2268,-2268,-2268,-2268,-2268,-2268,-2268,-2268,-2212,-2268,-2268,-2268,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,Pfizer,0,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,Pfizer,1,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,-460,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,Pfizer,1,-453,-453,-453,-453,-453,-453,-453,-453,-453,-453,-453,-453,-453,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,Pfizer,1,-313,-313,-313,-313,-313,-313,-313,-313,-313,-313,-313,-313,-313,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,Pfizer,0,-15762,-15762,-15762,-15762,-15762,-15762,-15762,-15762,-15762,-15699,-15762,-15762,-15762,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,all_birth_cohorts,Pfizer,0,692,692,692,692,692,692,692,692,692,692,692,692,692,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,all_birth_cohorts,Pfizer,0,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,AstraZeneca,0,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,AstraZeneca,0,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,-1504,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,Moderna,0,310,310,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,AstraZeneca,0,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,-2300,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,UKN,0,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,-1128,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,UKN,0,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,-1051,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,UKN,0,-735,-735,-735,-735,-735,-735,-735,-735,-735,-735,-735,-735,-735,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,all_birth_cohorts,AstraZeneca,0,178,178,178,178,178,178,178,178,178,178,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,Moderna,1,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,all_birth_cohorts,Pfizer,1,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,all_birth_cohorts,Pfizer,1,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,Pfizer,1,57,57,57,57,57,57,57,57,57,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,AstraZeneca,0,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,-309,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,January,all_years,all_birth_cohorts,Moderna,0,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,all_birth_cohorts,Moderna,0,122,122,122,122,122,122,122,122,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,February,all_years,all_birth_cohorts,AstraZeneca,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,March,all_years,all_birth_cohorts,AstraZeneca,1,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,AstraZeneca,1,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,April,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,May,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,June,all_years,all_birth_cohorts,UKN,1,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,Pfizer,0,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,-25723,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,Pfizer,0,-28772,-28772,-28772,-28772,-28772,-28772,-28772,-28772,-28772,-28499,-28772,-28772,-28772,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,Moderna,0,-3802,-3802,-3802,-3802,-3802,-3802,-3802,-3802,-3802,-3634,-3802,-3802,-3802,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,Pfizer,1,-877,-877,-877,-877,-877,-877,-877,-877,-877,-877,-877,-877,-877,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,AstraZeneca,0,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,-1800,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,Moderna,0,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,-5123,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,AstraZeneca,0,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,-1062,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,UKN,0,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,-1690,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,UKN,0,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,-1224,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,Moderna,1,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,Pfizer,1,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,-240,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,AstraZeneca,1,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
1,all_months,all_years,all_birth_cohorts,AstraZeneca,1,37,37,37,37,37,37,37,37,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
0,all_months,all_years,all_birth_cohorts,UKN,1,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,Pfizer,0,-54495,-54495,-54495,-54495,-54495,-54495,-54495,-54495,-54495,-54222,-54495,-54495,-54495,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,Moderna,0,-8925,-8925,-8925,-8925,-8925,-8925,-8925,-8925,-8925,-8757,-8925,-8925,-8925,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,Pfizer,1,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,-1117,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,AstraZeneca,0,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,-2862,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,UKN,0,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,-2914,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,Moderna,1,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,AstraZeneca,1,88,88,88,88,88,88,88,88,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0
both_sexes,all_months,all_years,all_birth_cohorts,UKN,1,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,-372,0,0,0,0,0,0,0,0,0,0,0,0
